42	40
42	54
54	25
40	23
42	40
42	54
54	23
40	51
42	40
42	54
54	51
40	22
54	22
42	40
42	54
42	26
26	25
42	16
16	25
42	26
42	16
16	8
26	8
42	16
42	10
16	8
10	8
25	12
42	23
23	12
42	25
25	1
42	23
23	1
42	25
42	23
23	16
25	16
42	25
42	26
26	12
25	12
42	25
42	26
26	3
42	25
25	3
42	26
25	8
42	25
26	8
42	26
26	23
42	25
25	23
10	16
42	10
25	16
42	25
42	26
42	23
23	20
26	20
42	26
26	12
42	23
23	12
42	26
42	23
26	19
23	19
42	26
26	25
42	23
23	25
42	26
42	23
23	10
26	10
10	20
42	23
42	10
23	20
42	23
10	16
42	10
23	16
42	26
10	20
42	10
26	20
42	26
42	10
26	8
10	8
42	26
42	54
26	20
54	20
42	26
42	54
54	15
26	15
42	26
26	25
42	54
54	25
10	20
42	10
42	54
54	20
20	19
19	25
20	12
12	25
20	19
12	23
20	12
19	23
12	42
20	40
40	42
20	12
20	40
20	12
40	25
12	25
12	11
20	12
16	11
20	16
12	19
20	12
16	19
20	16
16	25
20	12
20	16
12	25
12	23
20	12
16	23
20	16
16	10
20	12
12	10
20	16
20	8
20	12
12	10
8	10
12	42
23	42
20	23
20	12
12	11
23	11
20	23
20	12
12	19
20	23
20	12
23	19
23	40
12	40
20	23
20	12
20	23
20	12
23	25
12	25
12	37
23	37
20	23
20	12
20	23
20	12
23	10
12	10
12	19
26	19
20	12
20	26
26	25
20	12
20	26
12	25
26	23
12	23
20	12
20	26
20	12
20	26
26	10
12	10
20	39
20	40
39	25
40	25
20	39
20	40
40	10
39	10
20	39
26	25
20	26
39	25
20	19
20	40
40	12
19	12
20	19
20	40
19	25
40	25
20	19
16	39
19	39
20	16
20	19
19	13
16	13
20	16
20	19
19	25
16	25
20	16
20	19
19	3
16	3
20	16
20	19
16	23
19	23
20	16
20	19
20	23
19	12
23	12
20	19
19	25
20	23
23	25
20	19
26	12
20	26
19	12
20	19
26	25
19	25
20	26
20	19
26	3
19	3
20	26
20	19
26	23
20	26
19	23
40	38
20	40
16	38
20	16
20	40
16	25
40	25
20	16
16	7
20	40
20	16
40	7
23	42
20	40
40	42
20	23
20	40
40	12
20	23
23	12
20	40
20	23
23	25
40	25
20	40
40	42
20	26
26	42
26	12
20	40
40	12
20	26
26	25
20	40
20	26
40	25
26	56
20	40
40	56
20	26
20	10
20	40
10	7
40	7
16	10
20	8
20	16
8	10
16	1
20	23
23	1
20	16
23	11
20	23
16	11
20	16
20	23
16	19
23	19
20	16
16	25
20	23
23	25
20	16
16	10
20	23
23	10
20	16
26	19
16	19
20	26
20	16
26	25
16	25
20	26
20	16
26	3
16	3
20	26
20	16
20	26
20	16
16	8
26	8
26	23
16	23
20	26
20	16
16	10
20	26
26	10
20	16
16	7
20	10
10	7
20	16
20	8
20	23
23	10
8	10
20	8
20	26
26	10
8	10
26	12
20	23
20	26
23	12
26	19
20	23
20	26
23	19
26	25
20	23
23	25
20	26
20	23
23	10
20	26
26	10
20	10
10	16
20	23
23	16
20	39
12	42
12	20
42	39
12	42
20	40
12	20
42	40
12	42
42	23
20	23
12	20
42	26
12	42
12	20
20	26
12	42
20	10
42	10
12	20
12	42
12	11
11	25
42	25
12	42
12	11
11	10
42	10
42	20
39	20
12	42
12	39
42	26
12	42
39	26
12	39
12	42
39	10
42	10
12	39
42	20
12	42
19	20
12	19
12	42
12	19
19	39
42	39
12	42
19	25
12	19
42	25
12	42
42	23
12	19
19	23
42	20
40	20
12	42
12	40
40	35
12	42
12	40
42	35
12	42
12	40
40	25
42	25
12	42
12	40
42	7
40	7
12	42
12	40
40	10
42	10
12	42
12	38
42	10
38	10
25	39
12	42
42	39
12	25
12	42
42	23
12	25
25	23
42	26
12	42
25	26
12	25
42	20
12	42
12	23
23	20
12	42
23	40
12	23
42	40
12	42
12	23
23	25
42	25
12	42
12	23
42	10
23	10
37	39
12	42
12	37
42	39
12	42
12	37
37	35
42	35
12	42
12	37
37	25
42	25
37	23
12	42
42	23
12	37
12	42
12	37
37	56
42	56
42	20
10	20
12	42
12	10
12	11
11	16
12	20
20	16
12	11
20	8
11	8
12	20
12	11
20	10
11	10
12	20
39	26
12	20
12	39
20	26
12	19
20	23
12	20
19	23
12	20
20	16
25	16
12	25
25	8
20	8
12	20
12	25
20	23
12	20
12	25
25	23
25	26
12	20
20	26
12	25
20	19
12	23
12	20
23	19
23	40
20	40
12	23
12	20
12	23
12	20
23	16
20	16
20	10
12	23
23	10
12	20
37	23
12	37
20	23
12	20
10	16
12	20
12	10
20	16
12	11
19	25
12	19
11	25
12	11
12	19
11	3
19	3
12	11
12	40
11	25
40	25
11	7
12	11
12	40
40	7
25	1
12	11
11	1
12	25
12	11
11	16
25	16
12	25
12	11
11	3
12	25
25	3
25	8
12	11
11	8
12	25
12	11
12	23
23	1
11	1
12	11
12	23
11	16
23	16
12	11
12	23
11	25
23	25
12	11
12	23
23	9
11	9
12	11
12	23
23	37
11	37
12	11
12	23
11	10
23	10
12	11
12	37
11	25
37	25
12	11
11	16
10	16
12	10
11	7
12	11
10	7
12	10
40	20
39	20
12	40
12	39
12	40
12	39
39	25
40	25
12	40
40	10
39	10
12	39
38	25
12	38
12	39
39	25
12	38
39	10
38	10
12	39
12	37
12	39
39	25
37	25
40	20
19	20
12	40
12	19
12	40
19	25
12	19
40	25
25	39
12	19
19	39
12	25
12	19
19	3
12	25
25	3
12	19
19	23
12	25
25	23
19	20
12	23
12	19
23	20
12	23
19	25
12	19
23	25
37	39
12	37
12	19
19	39
12	37
19	25
12	19
37	25
37	23
12	37
12	19
19	23
10	20
19	20
12	19
12	10
38	25
12	38
12	40
40	25
40	0
12	38
38	0
12	40
38	51
12	38
12	40
40	51
12	38
12	40
40	10
38	10
23	42
12	40
12	23
40	42
40	20
12	40
12	23
23	20
12	40
12	23
23	25
40	25
40	35
12	40
12	37
37	35
12	40
12	37
40	25
37	25
40	23
37	23
12	40
12	37
37	51
12	40
12	37
40	51
40	20
10	20
12	40
12	10
12	40
10	7
12	10
40	7
38	25
12	38
12	37
37	25
25	1
12	23
23	1
12	25
12	23
23	16
25	16
12	25
37	39
25	39
12	37
12	25
37	23
12	37
12	25
25	23
10	16
12	10
25	16
12	25
12	37
12	23
23	25
37	25
10	20
12	23
23	20
12	10
12	23
10	16
23	16
12	10
37	23
12	37
51	23
12	51
21	16
15	16
1	21
1	15
1	16
15	33
16	33
1	15
1	25
15	16
1	15
25	16
1	16
1	21
16	33
21	33
1	16
1	21
16	19
21	19
16	15
21	15
1	16
1	21
21	3
1	16
1	21
16	3
1	16
21	0
1	21
16	0
1	16
1	21
21	27
16	27
25	33
1	25
1	21
21	33
25	19
1	25
1	21
21	19
21	15
1	25
1	21
25	15
21	16
1	25
1	21
25	16
21	3
1	25
1	21
25	3
25	14
1	25
1	21
21	14
1	25
25	31
1	21
21	31
1	25
21	0
1	21
25	0
25	33
1	25
1	16
16	33
25	11
1	25
1	16
16	11
25	39
1	25
1	16
16	39
16	15
1	25
1	16
25	15
25	28
1	25
1	16
16	28
1	25
1	16
16	21
25	21
1	25
1	16
16	3
25	3
25	8
1	25
1	16
16	8
1	25
1	16
16	23
25	23
1	25
1	16
16	0
25	0
16	10
1	25
1	16
25	10
42	16
41	38
41	42
38	16
42	12
41	37
37	12
41	42
37	35
42	35
41	37
41	42
41	37
37	56
41	42
42	56
41	33
33	15
11	15
41	11
41	33
33	28
11	28
41	11
41	33
11	16
33	16
41	11
41	33
41	15
33	11
15	11
41	33
41	15
33	28
15	28
41	33
41	15
15	16
33	16
41	33
41	15
33	9
15	9
41	33
33	11
28	11
41	28
41	33
28	15
33	15
41	28
41	33
28	16
33	16
41	28
41	33
33	11
41	18
18	11
41	33
33	28
41	18
18	28
41	33
41	18
18	16
33	16
41	33
33	11
41	16
16	11
41	33
33	15
16	15
41	16
41	33
33	28
41	16
16	28
41	33
33	15
41	47
47	15
41	33
33	28
41	47
47	28
41	33
41	47
33	16
47	16
41	33
33	11
8	11
41	8
41	33
33	28
27	28
41	27
41	33
27	16
33	16
41	27
41	15
15	33
41	11
11	33
41	15
15	28
11	28
41	11
41	15
11	16
15	16
41	11
41	15
11	25
15	25
41	11
41	15
15	3
11	3
41	11
41	15
11	14
15	14
41	11
41	15
15	8
11	8
41	11
41	15
15	37
11	37
41	11
28	33
41	28
41	11
11	33
28	15
11	15
41	28
41	11
28	16
11	16
41	28
41	11
11	3
28	3
41	28
41	11
11	14
28	14
41	28
41	11
28	8
41	28
11	8
41	11
41	18
41	11
11	33
18	33
11	28
41	18
41	11
18	28
11	16
41	18
18	16
41	11
11	25
41	18
41	11
18	25
41	18
11	3
18	3
41	11
11	14
18	14
41	18
41	11
41	18
18	8
11	8
41	11
41	16
16	33
41	11
11	33
16	15
11	15
41	16
41	11
11	28
41	16
16	28
41	11
41	16
16	25
11	25
41	11
41	16
11	3
16	3
41	11
41	16
11	8
41	11
16	8
38	25
11	25
41	11
41	38
41	47
47	33
41	11
11	33
11	15
41	47
41	11
47	15
11	28
41	47
41	11
47	28
11	16
41	47
41	11
47	16
11	25
41	37
41	11
37	25
27	33
41	11
41	27
11	33
11	28
41	11
27	28
41	27
27	18
41	11
11	18
41	27
27	16
11	16
41	11
41	27
27	3
11	3
41	11
41	27
41	40
40	42
39	42
41	39
40	20
39	20
41	40
41	39
41	40
40	38
39	38
41	39
41	40
41	39
39	25
40	25
39	40
41	39
41	38
38	40
38	25
41	39
39	25
41	38
41	37
41	39
39	25
37	25
39	40
41	39
41	51
51	40
39	37
51	37
41	39
41	51
41	15
15	1
41	28
28	1
41	15
28	33
15	33
41	28
41	15
28	11
41	28
15	11
41	15
28	16
15	16
41	28
41	15
15	3
28	3
41	28
41	15
28	14
15	14
41	28
41	15
28	8
15	8
41	28
41	15
15	1
41	18
18	1
41	15
41	18
15	33
18	33
41	15
41	18
18	11
15	11
41	15
15	28
41	18
18	28
41	15
18	45
15	45
41	18
41	15
15	16
41	18
18	16
41	15
41	18
15	25
18	25
41	15
15	3
41	18
18	3
41	15
18	14
41	18
15	14
41	15
15	8
41	18
18	8
41	15
18	31
41	18
15	31
41	15
18	0
15	0
41	18
41	15
41	18
18	52
15	52
41	15
15	36
41	18
18	36
41	15
15	1
16	1
41	16
41	15
41	16
15	33
16	33
41	15
41	16
16	11
15	11
41	15
15	28
41	16
16	28
41	15
41	16
15	13
16	13
41	15
16	47
41	16
15	47
41	15
41	16
16	25
15	25
41	15
15	3
41	16
16	3
41	15
15	8
41	16
16	8
41	15
15	0
41	16
16	0
41	15
38	25
15	25
41	38
41	15
38	0
15	0
41	38
41	15
41	47
15	33
47	33
41	15
15	28
41	47
47	28
41	15
41	47
15	16
47	16
41	15
15	11
8	11
41	8
41	15
41	37
15	25
37	25
41	15
27	33
15	33
41	27
41	15
15	28
27	28
41	27
41	15
27	49
15	49
41	27
41	15
15	45
27	45
41	27
41	15
27	13
15	13
41	27
41	15
27	16
15	16
41	27
41	15
27	3
15	3
41	27
41	15
27	31
15	31
41	27
41	15
27	24
15	24
41	27
41	15
15	6
27	6
41	27
41	18
18	1
41	28
28	1
41	18
28	33
41	28
18	33
28	11
41	18
18	11
41	28
28	16
41	18
18	16
41	28
41	18
28	3
18	3
41	28
18	14
41	18
28	14
41	28
28	8
41	18
18	8
41	28
16	1
41	16
41	28
28	1
41	16
28	33
16	33
41	28
28	11
41	16
16	11
41	28
28	15
16	15
41	16
41	28
41	16
28	3
16	3
41	28
28	8
41	16
41	28
16	8
41	47
28	33
47	33
41	28
28	15
41	47
41	28
47	15
28	16
41	47
41	28
47	16
28	11
41	28
8	11
41	8
28	33
27	33
41	28
41	27
28	16
27	16
41	28
41	27
27	3
28	3
41	28
41	27
41	40
38	25
40	25
41	38
41	40
41	37
37	12
40	12
41	40
40	35
37	35
41	37
41	40
41	37
40	25
37	25
41	40
51	12
40	12
41	51
41	40
40	48
41	51
51	48
16	1
41	16
41	18
18	1
41	16
41	18
16	33
18	33
41	16
41	18
18	11
16	11
41	16
41	18
16	28
18	28
41	16
41	18
18	21
16	21
41	16
16	25
41	18
18	25
41	16
41	18
16	3
18	3
41	16
41	18
18	8
16	8
41	16
41	18
18	23
16	23
18	0
41	16
41	18
16	0
18	27
41	16
41	18
16	27
38	21
41	18
18	21
41	38
38	25
41	18
18	25
41	38
38	0
18	0
41	18
41	38
41	47
41	18
47	33
18	33
41	47
41	18
18	28
47	28
41	47
41	18
18	16
47	16
41	18
18	11
8	11
41	8
41	18
41	37
18	25
37	25
37	23
41	18
41	37
18	23
41	18
27	33
41	27
18	33
41	18
27	28
18	28
41	27
18	34
27	34
41	18
41	27
18	45
41	18
27	45
41	27
41	18
27	44
18	44
41	27
27	16
41	18
18	16
41	27
27	3
41	18
18	3
41	27
27	31
18	31
41	18
41	27
27	23
41	18
18	23
41	27
27	5
18	5
41	18
41	27
18	69
41	18
41	27
27	69
27	29
41	18
18	29
41	27
38	21
41	16
16	21
41	38
38	25
41	16
16	25
41	38
38	0
41	16
16	0
41	38
16	10
41	16
38	10
41	38
41	16
41	47
16	33
47	33
16	15
41	16
41	47
47	15
41	16
41	47
16	28
47	28
41	16
16	11
8	11
41	8
41	16
16	25
41	37
37	25
37	23
41	16
41	37
16	23
41	16
27	33
16	33
41	27
41	16
16	28
27	28
41	27
27	13
41	16
16	13
41	27
27	3
41	16
16	3
41	27
41	16
27	23
16	23
41	27
38	12
41	37
37	12
41	38
37	39
38	39
41	37
41	38
38	25
41	37
41	38
37	25
41	51
41	38
51	40
38	40
38	4
27	4
41	38
41	27
41	47
27	33
47	33
41	27
41	47
27	28
47	28
41	27
27	16
41	47
47	16
41	27
51	12
41	37
37	12
41	51
37	23
41	37
51	23
41	51
37	23
27	23
41	37
41	27
33	15
33	11
15	28
11	28
33	15
33	11
11	16
15	16
33	15
33	11
11	25
15	25
33	15
33	11
15	3
11	3
33	15
33	11
11	14
15	14
33	15
33	11
15	8
11	8
33	15
33	11
15	37
11	37
28	15
33	28
33	11
11	15
33	28
33	11
28	16
11	16
33	28
33	11
11	3
28	3
33	28
33	11
11	14
28	14
33	28
33	11
28	8
11	8
33	11
16	15
11	15
33	16
33	11
11	28
16	28
33	16
33	11
16	25
11	25
33	16
33	11
11	3
16	3
33	16
33	11
33	16
11	8
16	8
33	11
11	28
9	28
33	9
33	11
33	9
11	25
9	25
15	1
33	28
33	15
28	1
33	28
33	15
28	11
15	11
33	28
33	15
28	16
15	16
33	28
33	15
15	3
28	3
33	28
33	15
28	14
15	14
33	28
33	15
28	8
15	8
15	1
33	15
16	1
33	16
33	15
16	11
33	16
15	11
33	15
15	28
16	28
33	16
33	15
15	13
16	13
33	16
33	15
16	47
15	47
33	16
33	15
16	25
15	25
33	16
33	15
15	3
16	3
33	16
33	15
15	8
33	16
16	8
33	15
15	0
16	0
33	16
33	15
15	28
9	28
33	9
33	15
33	9
15	25
9	25
33	28
16	1
33	16
28	1
33	28
28	11
16	11
33	16
28	15
33	28
16	15
33	16
33	28
28	3
16	3
33	16
33	28
28	8
33	16
16	8
9	28
33	9
16	28
33	16
16	25
33	9
33	16
9	25
33	9
9	23
33	16
16	23
11	12
1	25
11	1
12	25
12	37
11	12
11	15
15	37
28	25
11	12
11	28
12	25
11	12
11	16
16	20
12	20
11	12
11	16
12	19
16	19
11	12
11	16
16	25
12	25
12	23
11	12
11	16
16	23
16	10
11	12
11	16
12	10
12	23
11	12
11	25
25	23
11	12
3	20
11	3
12	20
11	12
3	25
11	3
12	25
11	12
11	9
9	25
12	25
12	23
11	12
9	23
11	9
11	12
11	8
12	10
8	10
11	12
11	37
37	25
12	25
37	23
12	23
11	12
11	37
11	7
11	12
7	10
12	10
10	20
11	12
11	10
12	20
1	16
11	15
15	16
11	1
28	25
1	25
11	28
11	1
1	21
18	21
11	1
11	18
11	16
1	21
16	21
11	1
1	25
11	16
16	25
11	1
1	16
11	25
11	1
25	16
3	21
1	21
11	3
11	1
3	16
1	16
11	3
11	1
1	25
3	25
11	3
11	1
1	16
9	16
11	1
11	9
1	25
11	1
11	9
9	25
1	25
11	37
11	1
37	25
1	16
24	16
11	1
11	24
1	16
11	10
10	16
11	1
11	41
41	15
33	15
11	33
11	41
33	28
41	28
11	33
11	41
41	16
33	16
11	33
41	33
11	41
11	15
15	33
11	41
15	28
11	15
41	28
11	41
11	15
41	16
15	16
11	41
11	15
15	47
41	47
11	41
15	8
11	15
41	8
11	41
11	15
15	37
41	37
41	33
11	41
11	28
28	33
11	41
41	15
28	15
11	28
11	41
28	16
11	28
41	16
11	41
28	8
11	28
41	8
41	33
11	41
11	18
18	33
11	41
41	28
11	18
18	28
11	41
41	16
18	16
11	18
11	41
18	8
11	18
41	8
11	41
18	27
11	18
41	27
41	33
11	41
11	16
16	33
11	41
41	15
16	15
11	16
11	41
11	16
16	28
41	28
11	41
11	16
16	38
41	38
11	41
16	47
11	16
41	47
11	41
11	16
16	8
41	8
11	41
11	16
16	27
41	27
41	33
11	41
25	33
11	25
11	41
41	15
11	25
25	15
11	41
25	28
11	25
41	28
11	41
41	16
11	25
25	16
11	41
25	8
11	25
41	8
11	41
3	28
11	3
41	28
11	41
41	18
11	3
3	18
11	41
3	16
41	16
11	3
11	41
3	27
11	3
41	27
41	33
11	41
11	14
14	33
11	41
41	15
11	14
14	15
11	41
11	14
14	28
41	28
33	28
15	28
11	15
11	33
11	15
15	16
33	16
11	33
11	15
33	9
15	9
11	33
28	15
33	15
11	28
11	33
28	16
11	28
33	16
11	33
33	28
11	18
18	28
11	33
18	16
33	16
11	18
11	33
33	15
16	15
11	16
11	33
33	28
11	16
16	28
11	33
33	15
11	25
25	15
11	33
33	28
25	28
11	25
11	33
11	25
33	16
25	16
11	33
33	28
3	28
11	3
11	33
3	16
11	3
33	16
11	33
33	15
11	14
14	15
11	33
33	28
11	14
14	28
11	33
33	28
9	28
11	9
11	33
15	1
11	28
11	15
28	1
11	28
11	15
28	33
15	33
28	16
11	28
11	15
15	16
15	3
11	28
11	15
28	3
11	28
11	15
28	14
15	14
28	8
15	8
11	28
11	15
15	1
11	15
18	1
11	18
11	15
15	33
11	18
18	33
15	28
11	15
11	18
18	28
18	45
15	45
11	15
11	18
11	15
15	16
18	16
11	18
11	15
15	25
11	18
18	25
15	3
11	15
18	3
11	18
18	14
11	15
15	14
11	18
15	8
11	15
18	8
11	18
11	15
18	31
15	31
11	18
18	0
15	0
11	15
11	18
11	15
18	52
11	18
15	52
11	15
15	36
18	36
11	18
15	1
16	1
11	16
11	15
11	16
11	15
15	33
16	33
15	28
11	16
11	15
16	28
11	16
11	15
15	13
16	13
16	47
11	16
11	15
15	47
11	16
11	15
16	25
15	25
15	3
11	16
11	15
16	3
15	8
11	16
11	15
16	8
15	0
11	16
11	15
16	0
15	1
25	1
11	15
11	25
25	33
11	15
11	25
15	33
25	28
15	28
11	15
11	25
11	15
11	25
15	16
25	16
15	3
11	15
11	25
25	3
25	14
11	15
11	25
15	14
15	8
25	8
11	15
11	25
25	31
11	15
11	25
15	31
15	0
11	15
11	25
25	0
15	1
11	15
11	3
3	1
15	28
3	28
11	15
11	3
11	15
15	13
11	3
3	13
3	16
11	15
15	16
11	3
11	15
3	25
11	3
15	25
15	1
11	14
14	1
11	15
11	14
11	15
14	33
15	33
11	14
15	28
14	28
11	15
11	14
11	15
14	13
15	13
11	14
11	15
14	25
15	25
11	14
11	15
14	31
15	31
15	1
11	15
9	1
11	9
11	15
9	33
15	33
11	9
11	15
15	16
9	16
11	9
11	15
11	37
15	25
37	25
11	15
24	16
15	16
11	24
11	15
11	10
15	16
10	16
11	28
18	1
11	18
28	1
11	28
28	33
11	18
18	33
28	16
11	28
18	16
11	18
11	28
28	3
18	3
11	18
11	28
18	14
28	14
11	18
28	8
11	28
18	8
11	18
16	1
11	28
11	16
28	1
11	28
11	16
28	33
16	33
28	15
16	15
11	28
11	16
28	25
11	28
11	16
16	25
11	28
11	16
28	3
16	3
11	28
11	16
28	9
16	9
28	8
11	28
11	16
16	8
25	1
11	28
11	25
28	1
25	33
11	28
11	25
28	33
28	15
11	28
11	25
25	15
28	16
11	28
11	25
25	16
11	28
11	25
28	3
25	3
25	14
11	28
11	25
28	14
28	8
25	8
11	28
11	25
28	16
3	16
11	28
11	3
28	25
11	28
3	25
11	3
3	8
28	8
11	28
11	3
11	14
14	1
11	28
28	1
11	14
11	28
14	33
28	33
28	15
11	14
11	28
14	15
11	28
28	33
9	33
11	9
28	25
11	28
11	9
9	25
11	28
28	3
11	8
8	3
28	25
11	28
11	37
37	25
28	8
24	8
11	28
11	24
16	1
11	16
18	1
11	18
11	16
16	33
11	18
18	33
11	16
16	28
11	18
18	28
11	16
18	21
16	21
11	18
11	16
16	25
11	18
18	25
11	16
16	3
18	3
11	18
11	16
18	8
11	18
16	8
11	16
18	23
16	23
11	18
18	0
11	16
16	0
11	18
18	27
11	16
16	27
11	18
18	20
25	20
11	25
11	18
25	1
11	25
18	1
11	18
25	33
11	25
11	18
18	33
25	19
11	25
18	19
11	18
25	28
11	25
11	18
18	28
11	25
18	21
11	18
25	21
11	25
18	16
11	18
25	16
11	25
18	3
11	18
25	3
25	14
18	14
11	25
11	18
25	8
11	25
18	8
11	18
25	31
18	31
11	25
11	18
11	25
18	23
11	18
25	23
18	0
11	25
25	0
11	18
25	29
11	25
18	29
11	18
18	20
3	20
11	3
11	18
11	3
18	19
3	19
11	18
3	28
11	3
11	18
18	28
3	21
18	21
11	3
11	18
3	16
18	16
11	3
11	18
3	25
11	3
11	18
18	25
3	23
11	3
18	23
11	18
18	27
3	27
11	3
11	18
11	14
14	1
18	1
11	18
11	14
14	33
11	18
18	33
11	14
14	28
11	18
18	28
11	14
14	21
18	21
11	18
11	14
14	25
11	18
18	25
11	14
18	31
14	31
11	18
11	14
18	5
11	18
14	5
11	37
11	18
18	25
37	25
37	23
11	37
18	23
11	18
25	1
16	1
11	16
11	25
25	33
11	16
11	25
16	33
25	39
11	16
11	25
16	39
16	15
11	16
11	25
25	15
25	28
11	16
11	25
16	28
11	16
11	25
16	21
25	21
11	16
11	25
16	3
25	3
25	8
11	16
11	25
16	8
11	16
11	25
16	23
25	23
11	16
11	25
16	0
25	0
16	10
11	16
11	25
25	10
11	16
3	20
16	20
11	3
16	1
11	16
11	3
3	1
3	28
11	16
11	3
16	28
11	16
3	21
11	3
16	21
11	16
11	3
16	13
3	13
11	16
16	25
3	25
11	3
3	8
11	16
11	3
16	8
3	23
11	16
11	3
16	23
11	16
3	27
11	3
16	27
11	14
14	1
16	1
11	16
11	14
11	16
14	33
16	33
11	14
16	15
11	16
14	15
11	14
11	16
14	28
16	28
11	14
11	16
14	21
16	21
11	14
11	16
14	13
16	13
11	14
11	16
16	25
14	25
16	1
11	16
9	1
11	9
11	16
9	33
16	33
11	9
11	16
16	25
11	9
9	25
11	16
9	23
16	23
11	9
11	16
16	3
11	8
8	3
16	10
11	16
11	8
8	10
37	39
11	16
11	37
16	39
16	15
11	16
37	15
11	37
11	16
16	25
11	37
37	25
37	23
11	16
11	37
16	23
24	13
11	16
16	13
11	24
24	8
11	16
11	24
16	8
11	7
16	10
11	16
7	10
10	20
11	16
16	20
11	10
16	7
10	7
11	16
11	10
25	20
3	20
11	25
11	3
25	1
11	25
11	3
3	1
25	19
11	25
11	3
3	19
25	28
3	28
11	25
11	3
11	25
3	21
11	3
25	21
3	16
11	25
11	3
25	16
3	8
25	8
11	25
11	3
3	23
11	25
11	3
25	23
11	14
25	12
11	25
14	12
11	14
25	1
14	1
11	25
25	33
11	14
11	25
14	33
11	14
11	25
14	15
25	15
11	14
25	28
14	28
11	25
11	14
11	25
14	21
25	21
11	14
25	31
11	25
14	31
